"name","cas","dcb","code","pharmacy"
ibandronato de sodio acabou,"138926199",,"12686",a
ibs care-8,,,"11760",b
ibuprofen,,,"61554",b
ibuprofen 31/07/2021,"15687271","04766","61554",a
ibuprofeno **,,"04766","6893",c
ibutamorem,,,"12590",b
icarin,,,"5225",b
id alg,,,"9525",c
id-alg,,,"8179",b
idealift,,,"9137",b
idealift acabou,,,"8372",a
idebenona,,,"2669",b
idebenona,"58186279","04794","36422",a
idp-2 peptideo,,,"6486",c
igf1,,,"3204",b
ignatia amara ho,,,"5896",c
ignatia amara homeo,,,"7492",b
igrantine f1 (fagron),,,"12308",b
ilex paraguaiense,,,"11175",b
ilex paraguaiensis,,,"10275",a
illicium verum tm,,,"6637",b
imidazolina,,,"61566",b
imipramina,,"04837","58154",b
imipramina cloridrato,"113520","04837","5990",c
imipramina hcl,"113520","04837","58154",a
imipramina homeo,,,"15049",b
impatiens *,,,"4069",c
impatiens fl - bach,,,"31940",a
impatiens floral (bach),,,"53296",b
impatiens floral (mg),,,"6812",b
impatiens homeo,,,"15373",b
imunel,,,"14819",b
imuno tf,,,"13641",b
imunoglobulina e homeo,,,"8509",b
imunoglobulina e(ige) homeo,,,"9858",b
in cell,,,"9896",b
in cell,,,"8837",c
in cell - biotec sob encomenda,,,"10020",a
in sea sob enc,,,"1337",a
inaclear,,,"10987",c
inaclear (purifarma),,,"13264",b
incensum,,,"3536",b
incensum floral (sg),,,"4372",b
indapamida,,,"68275",b
indapamida 1:10,,,"3764",a
indapamida diluida 1/100,,,"5962",b
indapamida mp,"26807658","04875","5139",a
indian paintbrush floral (cal),,,"6978",b
indian pink floral (cal),,,"6979",b
indica floral (sg),,,"4353",b
indol 3 carbinol,,,"4476",b
indol 3 carbinol,"700061",,"34379",a
indol 3 carbinol *,,,"6596",c
indometacina,"53861","04889","54306",a
indometacina,,,"54306",b
indometacina **,,"04889","5676",c
indufence,,,"10898",b
inerte branco reves.,,,"1513",a
inertes branco,,,"77148",b
influenza 2020 ho,,,"11785",c
influenzinum 2020 homeo,,,"14236",b
influenzinum h1n1 2019 (homeo),,,"13188",b
influenzinum ho,,,"5897",c
influenzinum homeo,,,"7890",b
innoslim,,,"9950",b
inositol,"87898","09460","7139",c
inositol,"87898","09460","54318",a
inositol,,,"54318",b
insea 2,,,"5276",b
inseticida homeo,,,"10196",b
instensyl,,,"8016",b
intense,,,"14042",b
interferon homeo,,,"13295",b
intest booster,,,"12815",b
intestino delgado homeo,,,"10006",b
intestino grosso homeo,,,"12458",b
intestino total homeo,,,"13927",b
inulina,"9005805",,"6159",c
inulina,,,"11224",b
inulina,"9005805",,"11958",a
iodeto de potassio,,,"7120",c
iodeto potassio,,,"54320",b
iodeto potassio,"7681110","04965","54320",a
iodeto potassio 1 : 100 ls,,,"4360",a
iodium homeo,,,"3423",b
iodo metaloide,,,"2474",b
iodo quelado,,,"1809",a
iodo quelado,,,"2211",b
iodo quelato 1%,,,"4053",c
iodo ressublimado,,,"6559",c
iodo ressublimado *,,,"54343",b
iodo ressublimado(pc-pf)polici,"7553562","04893","54343",a
iodoformio (consultar antes),,,"54355",b
iodum homeo,,,"7794",b
iogovita,,,"14798",b
ipe roxo ext seco,,,"12076",c
ipe roxo ext seco,,,"8980",b
ipe roxo floral (sg),,,"3040",b
ipe roxo homeo,,,"13162",b
ipeca homeo,,,"7904",b
ipomeia floral (mg),,,"6832",b
irgasan,"3380345","08881","54367",a
irgasan,,,"54367",b
irgasan dp 300,,"08881","6868",c
iris floral (cal),,,"6982",b
iris iso,,,"80500",b
iris iso,"90045899",,"9173",a
iris iso,,,"5354",c
iris versicolor ho,,,"4004",c
iris versicolor homeo,,,"3646",b
irvingia gabonensis ext seco,,,"6193",c
irvingia gabonesis,,,"11395",a
iso nutri abacaxi com coco,,,"14232",b
isoconazol nitrato,,,"6901",c
isoconazol nitrato,"24168965","05076","109",a
isoflavona,,,"69243",b
isoflavona,"574129","11176","6696",a
isoflavona 40%,,,"6614",c
isoleucina,"73325","05083","61578",a
isoleucina,,,"61578",b
isopogom floral (aus),,,"7247",b
isopor 1000ml,,,"10124",c
isossorbida dinitrato,,,"4026",c
isoterapico gripal homeo,,,"10415",b
itraconazol pellets 22%,,"05122","6638",c
itraconazole,,,"7973",b
itraconazole,"84625616","05122","7973",a
ivermectina,"70288867","05128","20851",a
ivermectina,"70288867","05128","7002",c
ivermectina,,,"3127",b
ivermectina 1/10,,,"15390",b
ivermectina 1/100,,,"14597",b
jaborandi tintura **,,,"7024",c
jaborandi tm,,,"8887",b
jacaranda floral (aus),,,"7248",b
jacob's ladder,,,"11047",b
jade (gaia),,,"14569",b
jambolao,,,"9411",b
jambolao po,,,"6457",c
jarsin extrat acabou,,,"25975",a
jasmim madagascar floral (sg),,,"6743",b
jasminum floral (mg),,,"6833",b
jatoba tm,,,"6456",b
joshua tree floral (cal),,,"7064",b
juglans regia homeo,,,"8496",b
juglans regia tm,,,"6459",b
jurubeba,,,"4093",c
jurubeba,,,"10678",b
jurubeba tintura,,,"9262",c
justicia adhatoda homeo,,,"14183",b
kactiline organic,,,"3239",b
kali arsenicosum homeo,,,"9674",b
kali bichromicum homeo,,,"3988",b
kali bromatum homeo,,,"8324",b
kali carbonicum homeo,,,"8325",b
kali iodatum homeo,,,"8326",b
kali muriaticum homeo,,,"8327",b
kali phosphoricum homeo,,,"7922",b
kali sulphuricum homeo,,,"6114",b
kalium  muriaticum ho,,,"5889",c
kalium bicarbonicum homeo,,,"6371",b
kalium bichromicum ho,,,"5900",c
kalium bromatum ho,,,"5903",c
kalium bromatum homeo,,,"6374",b
kalium muriaticum homeo,,,"6382",b
kalium phosphoricum ho,,,"4593",c
kalium phosphoricum homeo,,,"6387",b
kalium sulfuricum homeo,,,"6392",b
kalium sulphuricum ho,,,"11986",c
kalmia homeo,,,"6394",b
kalmia latifolia homeo,,,"6395",b
kangaroo paw floral (aus),,,"7251",b
kapok bush floral (aus),,,"7253",b
kava kava extrato seco,,,"6003",c
kawa kawa ext seco,,,"1269",a
kawa kawa homeo,,,"5245",b
kawa kawa tintura,,,"11476",c
kawa-kawa ext seco,,,"71316",b
kelp iodine,,,"1166",b
kelp iodine $,,,"6212",c
kerablind,,,"12625",b
keradyn (farma speacial),,,"12958",b
keranat,,,"6813",c
keranat,,,"11038",b
keranat sob enc,,,"10623",a
kerestore,,,"12959",b
ketoconazol,"65277421","01956","54409",a
ketoconazol,,,"54409",b
ketoprofeno,"22071154","01960","59950",a
kic,,,"10675",b
kinetin l,,,"23916",a
kinetin l,,,"1246",b
kinetin l,,,"6634",c
kit anal  60 g c/ 10 aplicad,,,"2210",a
kit gel transdermico 30 g,,,"2271",a
kit latanoprosta espumador,,,"8266",a
kit vd ambar   30 ml c.gt r18,,,"2347",a
klebsiella pneumoniae homeo,,,"13446",b
kop yeast,,,"11820",c
kop yeast,,,"12167",b
kopexil,,,"2146",b
kopexyl,,,"9316",c
kopexyl acabou,,,"41275",a
koubo,,,"41811",a
koubo,,,"3251",b
koubo extrato seco **,,,"4299",c
kreosotum ho,,,"5906",c
kreosotum homeo,,,"6408",b
ksm 66,,,"13443",b
ksm 66,,,"7033",c
ksm 66,,,"10518",a
l acetyl carnitina,"5080502",,"9787",c
l arginina base,,,"5442",b
l arginina nitrato,,,"8227",b
l arginina( nÃo usar),,"00869","6666",c
l carnitina,,,"5210",c
l carnitina,,,"76211",b
l carnitina homeo,,,"14906",b
l carnitina tartarato,,,"10452",b
l carnosina,,,"5144",b
l cisteina,"52891","02158","7082",c
l cisteina hcl anidra,"52891","02158","10186",a
l cisteina hcl mono,"7048046","09548","41213",a
l cistina,,"02159","5600",c
l fenilalanina,,"03919","6713",c
l glutamina,,,"27",b
l glutationa,,"04521","4387",c
l histidina,,,"67726",b
l isoleucina,,"05083","4025",c
l leucina,,"05215","6749",c
l lisina,,"05350","7134",c
l lisina hcl,"657272","05350","54586",a
l ornitina,"3184132","06643","5668",c
l ornitina afa cetoglutarato,,,"11045",b
l prolina,,"07420","6852",c
l serina,,,"1991",b
l taurina,,"08306","6600",c
l teanina,"3081616",,"4315",c
l threonina,,"08838","7117",c
l tirosina *,,,"6729",c
l triptofano,,"08947","7135",c
l valina,,"09076","7116",c
l-optizinc,,,"11816",b
l-theanine,,,"2867",b
l-treonina,,,"1722",b
lÃ ho,,,"11905",c
lac  longum,,,"8867",b
lac canin,,,"5074",b
lac caninum ho,,,"5907",c
lac caninum homeo,,,"9883",b
lac defloratum ho,,,"11487",c
lac defloratum homeo,,,"9000",b
lac humano,,,"10464",b
lac vaccinum homeo,,,"10173",b
lace flower (alaska),,,"14442",b
lachesis muta homeo,,,"6688",b
lachesis trigonocephalus ho,,,"10949",c
lachesis trigonocephalus homeo,,,"7212",b
lacre termoencolhivel selo 100,,,"10242",a
lacre termoencolhivel selo 24,,,"13125",a
lacre termoencolhivel selo 30,,,"13126",a
lacre termoencolhivel selo 60,,,"13127",a
lacrima floral (mg),,,"6834",b
lact animalis bifido. 09/07/21,,,"10229",a
lact fermentum,,,"10651",b
lact helveticus,,,"9624",b
lact johnsoni,,,"9798",b
lactase,"9031112","08573","7133",c
lactase,,,"80925",b
lactase sob enc,"9031112","08573","3343",a
lactato amonia,"52003584","05138","75620",a
lactato de amonio,,,"7089",c
lactato de amonio des.,,,"76739",b
lactil,,,"1468",b
lactium,,,"6380",c
lactium,,,"5247",b
lactium acabou,,,"61933",a
lacto b,,,"13184",b
lacto b probiotico externo,,,"11450",c
lacto-licopeno,,,"12473",b
lactob acidofillus,,,"6703",c
lactob bifidobac longum,,,"4112",c
lactob bifidum,,,"6426",c
lactob bulgaricus,,,"5418",c
lactob casei,,,"5300",c
lactob crispatus,,,"4174",c
lactob curvatus,,,"8868",c
lactob delbruecki,,,"8344",c
lactob delbruekii,,,"8411",a
lactob fermentum,,,"4167",c
lactob gasseri,,,"6705",c
lactob helveticus,,,"5416",c
lactob jhonsonii,,,"4298",c
lactob lactis,,,"6563",c
lactob paracasei,,,"5588",c
lactob plantarum,,,"4005",c
lactob reuteri,,,"4002",c
lactob rhamnosus,,,"7069",c
lactob sacharomyces boulardii,,,"5942",c
lactob salivarius,,,"6541",c
lactob strep faecium,,,"8714",a
lactob strep termophillus,,,"3990",c
lactob.acidophillus,,,"37450",b
lactob.delbrueckii,,,"9401",b
lactob.rhamnosus,,,"42596",b
lactob.strep faecium,,,"41622",b
lactobacillus  rhaminosus,,,"35366",a
lactobacillus acidophillus,,,"31061",a
lactobacillus bifidum,,,"7593",a
lactobacillus bulgaricus use,,,"7594",a
lactobacillus casei,,,"37981",a
lactobacillus crispattus sob e,,,"13623",a
lactobacillus crispatus,,,"10992",b
lactobacillus curvatus,,,"10989",b
lactobacillus gasseri,,,"8343",b
lactobacillus gasseri,,,"8412",a
lactobacillus helveticus 07/08,,,"11643",a
lactobacillus infantis,,,"9865",a
lactobacillus johnsonii 25/07/,,,"11640",a
lactobacillus lactis,,,"11703",a
lactobacillus lactis,,,"8596",b
lactobacillus longum,,,"9352",a
lactobacillus paracasei,,,"12160",a
lactobacillus paracasei,,,"8595",b
lactobacillus plantarum,,,"8103",b
lactobacillus plantarum 05/08/,,,"9305",a
lactobacillus reuteri,,,"61945",a
lactobacillus reuteri,,,"8132",b
lactobacillus sakei (falta),,,"13345",b
lactobacillus salivaris,,,"8104",b
lactobacillus sporogenes,,,"9392",b
lactobacilus salivarius,,,"12811",a
lactoferrina sob enc,,,"13146",a
lactofit,,,"10074",b
lactokyne,,,"81206",b
lactose,,,"54422",b
lactose homeo,,,"12157",b
lactose monohidratada acabou,"5989811","05146","54422",a
lactuca homeo,,,"15383",b
ladie's tresses,,,"11053",b
lady s mantle floral (cal),,,"7065",b
ladys slippers floral (cal),,,"5151",b
lamotrigina,"84057841","05153","2758",b
lamotrigina (homeo),,,"12595",b
lamotrigina mp,"84057841","05153","40812",a
lanablue,,,"11030",c
lanablue,,,"2231",b
lanette n,,,"54434",b
lanolina,"8006540","05161","54616",a
lanolina,,,"54616",b
lanolina anidra **,,,"6916",c
lantana floral (mg),,,"6836",b
lanzoprazol,,,"65894",b
lanzoprazol pellets,"103577453","05165","1509",a
"lanzoprazol pellets 8,5%",,,"6257",c
lapis albus 5ch,,,"7864",b
lapis albus homeo,,,"9845",b
larch *,,,"4118",c
larch fl,,,"68688",a
larch floral (bach),,,"7003",b
laringe homeo,,,"7453",b
larkspur floralm (cal),,,"7069",b
lasilium c,,,"1107",b
latanoprost,,,"8961",b
latanoprost dil em fitalite,,,"15057",b
latanoprost dil trichosol,,,"13177",b
latanoprosta puro,"130209824","05175","4094",c
latanoprosta sol estoque,,,"9347",c
latanoprosta solucao,,,"7744",a
lathyrus sativus ho,,,"11149",c
lauril e sulfossucinato sodio,,,"5620",c
lauril eter sulfato sodio,"1335724","05177","52449",a
lauril sulfato de sodio,,,"4891",c
lauril sulfato sodio,,,"54446",b
lauril sulfato sodio,"85586078","05178","54446",a
lauril sulfato trietanolamina,,,"52425",a
laurion n,,,"3850",b
laurion sla,,,"14373",b
laurocerasus homeo,,,"9885",b
laurus nobilis floral (sg),,,"3046",b
lavanda fl. (sg),,,"7819",b
lavander (cal),,,"12067",b
lavandula,,,"3484",b
lavandula floral (mg),,,"6837",b
lavandula officinalis tm,,,"6638",b
lavender floral (cal),,,"7070",b
lavender floral(cal),,,"4531",b
laxogenina,,,"5782",c
laxosterone,,,"12071",b
lc oil free pronta,,,"2842",a
lcd,,,"38386",b
lcd,,,"52413",a
lcd,,,"6805",c
lecetina de soja,,,"40794",b
lecigel,,,"9836",c
lecigel (aqia),,,"9905",b
lecigel base(biotec),,,"8165",b
lecitina de soja po *,,,"6435",c
lecitina soja po,"8030760","09542","50192",a
ledum palustre homeo,,,"6023",b
ledum palustre tm,,,"6468",b
leflunomida,"75706126","05192","20866",a
legance(pharmaspecial),,,"10922",b
leite de coco po,,,"10874",c
lemon floral (cal),,,"7072",b
lemongrass,,,"5062",a
leonorus cardiaca p. ho,,,"7620",b
leonotis floral (mg),,,"6838",b
leonurus cardiaca tm,,,"6469",b
lepesdeza capitata,,,"10018",b
leque para strip,,,"10495",c
letrozol,,,"13164",b
letrozol 1/100,,,"14738",b
leucantha floral (sg),,,"3019",b
leucina,,,"54471",b
leucina l 17/07/21,"61905","05215","54471",a
leucoantocianidina (vitis),"85594372","10770","1354",a
leucocitos homeo,,,"14633",b
levedo cerveja,,,"54483",a
levedo de cerveja,,"09486","6586",c
levedura de cerveja,,,"5739",b
levemax (via farma),,,"15423",b
levetiracetam homeo,,,"13749",b
levico homeo,,,"13038",b
levitate floral (mg),,,"6840",b
levofloxacina(nao temos),"100986854","05257","80779",b
licopeno 10%,,,"5702",b
licopeno ext seco,,,"7100",c
licor hoffmam,,,"38520",b
licorice,,,"77707",b
licorice ext seco 30% acabou,,,"7268",a
lidocaina base,"137586","05313","11224",c
lidocaina hcl,,,"54513",b
lidocaina hcl (pc-pf)policias,"6108050","05314","54513",a
life skin *,,,"9619",c
lifeskin,,,"8133",b
lifesolic,,,"6550",c
lifesolic,,,"12693",a
lifesolic,,,"11338",b
liftessence acabou,,,"1359",a
liftessence(biotec),,,"10805",b
liftiline,,,"65663",b
liftline acabou,,"03991","23066",a
liftonim expert,,,"14847",b
liftonim express,,,"11553",b
ligamento do joelho homeo,,,"13138",b
ligamento homeo,,,"8022",b
ligamento vertebral homeo,,,"14584",b
ligandrol,,,"12964",b
lilium floral (mg),,,"6842",b
lilium tigrinum homeo,,,"8505",b
limao floral (sg),,,"3842",b
limpidus floral (mg),,,"6843",b
linfonodo homeo,,,"13299",b
linum floral de minas,,,"11831",c
lion s mane,,,"12377",b
lipase,,,"6846",c
lipase,,,"50106",b
lipase,"9001621","07763","62194",a
lipex shea,,,"9906",b
lipex shea betaina,,,"9188",b
lipo ps 20,,,"11749",b
lipo ps 20,,,"9371",c
lipo versagel,,,"2814",b
lipo2,,,"3152",b
liponutrium hair,,,"12603",b
liporeductyl,,,"1477",b
lipos.c/gincobiloba,,,"44600",b
lipossoma coenzima q10 acabou,,,"6514",a
lipossomas co q10,,,"6169",c
lipossomas ec,,,"10994",b
lipossomas vit ae,,,"4175",c
lipossomas vit e,,,"76466",b
lipossomos ae,,,"63368",b
lipowheat,,,"9393",c
lipowheat diluido,,,"11343",c
lipowheat(galena),,,"13966",b
lirio da paz floral (sg),,,"3498",b
lirio real floral (sg),,,"3504",b
lisado de bexiga homeo,,,"14875",b
lisado de estomago,,,"13617",b
lisdexanfetamina sob controle,"608137322","09708","5933",a
lisiandra floral (sg),,,"8210",b
lisina,,,"54586",b
lisinopril,,,"73090",b
lisinopril dihidratado,"83915837","09491","4107",a
lithium carbonicum homeo,,,"7593",b
lithium metallicum homeo,,,"3065",b
little flannel flower fl- aus,,,"7264",b
ln 2in(biovital),,,"3294",b
ln-2 out uso topico acabou,,,"41175",a
ln2 out,,,"5304",c
ln2out( venceu),,,"8587",b
lobelia inflata homeo,,,"7824",b
locao adstringente,,,"73210",b
locao cremosa para os,,,"39494",b
locao hidratante,,,"4340",b
locao lanete,,,"76818",b
locao lanette oil free,,,"2735",b
locao lanette pronta,,,"2525",a
locao limpeza suave,,,"11790",b
locao nao ionica,,,"2736",b
locao nao ionica nova,,,"4815",b
locao nao ionico pronta,,,"2529",a
locao oil free,,,"6628",c
locao oil free,,,"3827",b
loção oil free,,,"1291",b
locao tonica s/ alcool,,,"65225",b
long jack,,,"61779",a
long jack (em falta),,,"5244",b
longevicel,,,"8108",b
longevicell,,,"6771",c
longevicell,"84082677",,"37196",a
loratadina,,"05416","6842",c
loratadina,"79794755","05416","19665",a
loratadine,,,"19665",b
lorazepam,"846491","05417","58166",a
lorazepam .,"846491","05417","2780",b
lorazepam 1:10,,,"8180",c
lorazepam dil 1/10,,,"3970",b
lorazepam puro (nao usar),"846491","05417","4265",c
lorcaserina (proibido),,,"6558",c
losartan potassico **,,"05432","6734",c
losartan potassio,"124750998","05432","4386",a
losartan potassio,,,"77768",b
lotus azul(sg),,,"4478",b
lotus do egito floral (sg),,,"3093",b
lotus floral (cal),,,"7074",b
lotus magnolia floral (sg),,,"4244",b
lotuspure,,,"11722",c
love lies bleeding floral- cal,,,"7076",b
lowat,,,"6574",c
lowat 1:2  acabou,,,"11320",a
lubrajel,,,"8930",b
luezinum ho,,,"4592",c
luffa operculata homeo,,,"7317",b
lumi base (polytechno),,,"13436",a
lumibase(biotec),,,"13093",b
lumicease,,,"11457",c
lumin white,,,"3857",b
luminecense inn,,,"9560",c
luminecense out,,,"9559",c
luminecense out (topico),,,"9493",b
luminecense topico,,,"11987",a
luminescensse in (oral),,,"14168",b
lumiskin,,,"11014",c
lumiskin mbal,,,"14398",b
lumiskin sob enc,,,"13615",a
lupulus ext seco,"8060284","10723","3188",a
luteina,"127402","09482","4979",a
luteina 10%,"127402",,"6701",c
luteina 10%,,,"8448",b
luteolina,,,"12163",b
luxesense,,,"9494",b
lycopene extract,"502658","09488","7814",a
lycopene homeo,,,"9029",b
lycopene isoterapico homeo,,,"9828",b
lycopodium clavatum ho,,,"4574",c
lycopodium clavatum homeo,,,"6031",b
lycopodium clavatum lm,,,"9813",b
lytenol a,,,"11254",c
maca,,,"80950",b
maca,,,"7491",a
maca floral (sg),,,"7496",b
maca homeo,,,"9875",b
maca po,,,"6575",c
macrocarpa floral (aus),,,"7265",b
madecassoside(midelt),,,"8935",b
madia floral (cal),,,"7078",b
madressilva floral (mg),,,"6847",b
madressilva saint germain,,,"7774",b
magnesia carbonica 5ch,,,"8408",b
magnesia carbonica homeo,,,"6716",b
magnesia muriatica homeo,,,"6717",b
magnesia phosphorica homeo,,,"3560",b
magnesia phosphoricum ho,,,"4513",c
magnesia sulphurica homeo,,,"6719",b
magnesio dimalato,"1309371",,"7824",a
magnesio glicil glutamina,,,"1435",b
magnesio glicil glutamina $,,,"5120",c
magnesio l treonato,"778571576",,"5587",c
magnesio malato,,,"12599",a
magnesio malato,"671197505",,"6657",c
magnesio phosphorica,,,"3337",b
magnesio quelado,"14783687","09702","1342",a
magnesio quelado 30%,,,"6221",b
magnesio quelado taste free,,,"5911",b
magnesio quelato 30%,"14783687","09702","5769",c
magnesio scrub esfoliante,,,"11743",c
magnesio sulfato *,,,"4126",c
"magnesio taurate 7,5%",,,"12290",b
magnesio treonato,,,"9669",b
magnolia ext seco,,,"12740",b
magnolia officinallis,,,"13096",a
magtein,,,"8638",c
magtein,,,"15339",b
makeup bastao,,,"14599",b
makeup blush,,,"10978",c
makibeads 80(pharmaspecial),,,"11602",b
makimousse 12,,,"11759",b
malassezia furfur homeo,,,"6721",b
malassezia pachydermotis homeo,,,"9848",b
malassezia sp homeo,,,"13815",b
maleato de enalapril,,,"4376",b
maleato pizotifeno,"5189117","07241","34459",a
mallow floral (cal),,,"7082",b
maltitol liquido,,,"9325",c
maltodextrina,,,"6757",c
maltodextrina,,,"9461",b
maltodextrina,,"11430","2027",a
malva sylvestris homeo,,,"10045",b
mamica de cadela,,,"5305",b
mamica de cadela ext seco,,,"4916",c
mancinella homeo,,,"10353",b
mandibula homeo,,,"14160",b
mandragora officinarum 4ch,,,"7925",b
mandragora officinarum homeo,,,"14441",b
manganes quelado 23/08/21,"7439965",,"4443",a
manganes quelato 15%,,,"10253",b
manganes quelato 15%,,,"5453",c
manganum aceticum homeo,,,"7633",b
manganum metallicum homeo,,,"14861",b
manganum sulphuricum homeo,,,"8506",b
mangifera floral (sg),,,"3518",b
mangobutter (consultar antes),,,"75747",b
mangoselect,,,"3154",b
mangoselect,,,"1381",a
mangostin garcinia,,,"4023",c
manitol,,,"6727",c
manitol,,,"54847",b
manitol (pc-pf) policias,"69658","10689","54847",a
manteiga de karite,,,"74901",b
manteiga de karite,,,"6772",c
manteiga karite,"91080238",,"41816",a
manzanita floral (cal),,,"7083",b
maquiagem homeo,,,"13925",b
maquiberry,,,"12454",b
maracuja ext seco,,,"1116",b
marapuama,,,"54860",b
marapuama,,,"54860",a
marapuama,,,"6891",c
margarida floral (sg),,,"8713",b
margarites floral (mg),,,"6848",b
mariposa lily,,,"4563",b
mariposa lily floral (cal),,,"7084",b
marmoreck turbeculinum homeo,,,"7333",b
mascara charcoal,,,"11282",c
mascara curcuma,,,"11283",c
mascara magnesio,,,"11284",c
mascara peel off,,,"9142",c
mascara probio mask,,,"11285",c
mastermix baunilha,,,"6738",c
mastruz tm,,,"6485",b
matepure,,,"6387",c
mater paternarum floral (mg),,,"6849",b
matricaria chamomilla ho,,,"4514",c
matricaria chamomilla homeo,,,"6696",b
matricaria chamomilla tm,,,"6641",b
matricaria floral (mg),,,"6850",b
matrigenics,,,"9628",c
matrixil,,,"1346",b
matrixil,,,"23253",a
matrixyl,,,"4159",c
matrixyl synthe 6,,,"9868",b
maxi look 100ml branco emphasy,,,"9699",c
maxi look vision 100ml,,,"15358",b
maytenus ilicifolia homeo,,,"6697",b
maytenus ilicifolia tm,,,"13416",b
mdi complex,,,"6783",c
mdi complex sob enc,,,"5829",a
mebendazol,,,"853",b
medicago sativa homeo,,,"6698",b
medicago sativa tm,,,"11506",b
medorrhinum ho,,,"4515",c
medorrhinum homeo,,,"9836",b
medroxiprogesterona,,,"66539",b
medroxiprogesterona ac.,"71589","05563","66539",a
medula espinhal,,,"9961",b
medula ossea homeo,,,"6702",b
medula ossea p. ho,,,"7610",b
medusa homeo,,,"15047",b
meiyanol,,,"10887",b
mel,,,"13470",b
mel eucalipto *,,,"5208",c
melaleuca alternifolia homeo,,,"14476",b
melaleuca oleo 10 ml,,,"6079",c
melaleuca oleo 20 ml,,,"5160",c
melatonina,,,"10938",b
melatonina,"73314","11038","6544",c
melatonina,"73314","11038","10941",a
melatonina dil 1/10,,,"13962",b
melatonina homeo,,,"7412",b
melavoid,,,"12023",b
melavoid,,,"11314",a
melavoid,,,"7123",c
melawhite,,,"1383",a
melfade acabou,,,"4076",a
melilotus off ext seco  acabou,,,"9307",a
melilotus oficinalis,,,"1761",b
melissa,,,"53910",a
melissa,,,"53910",b
melissa  floral (sg),,,"3029",b
melissa ext seco,,,"6912",c
melissa ho,,,"11732",c
melissa officinalis homeo,,,"6699",b
melissa officinalis tm,,,"6639",b
melissa tintura **,,,"3983",c
meloxicam,"71125387","05619","1801",a
meloxicam,,,"68962",b
meloxicam **,,"05619","6810",c
melscreen coffee,,,"3143",b
memantina,"19982082","05623","5717",a
memantina,"41100521","09414","5464",b
menadiona,,,"63253",b
menisco homeo,,,"7908",b
ment active,,,"14908",b
menta piper tintura,,,"11832",c
menta piperita homeo,,,"10041",b
mentha ext seco,,,"9296",b
mentha piperita homeo,,,"7350",b
mentha piperita tm,,,"6491",b
mentha puleginum tm,,,"6492",b
mentol,,,"54719",b
mentol,,"05643","7097",c
mentol - l,"2216515","05643","54719",a
meratrim,,,"10775",b
meratrim,,,"7088",c
meratrim (sob encom,,,"11454",a
mercurius corrosivus homeo,,,"6034",b
mercurius cyanatus homeo,,,"8524",b
mercurius dulcis homeo,,,"8525",b
mercurius iodatus flavus home,,,"6703",b
mercurius iodatus ruber ho,,,"4519",c
mercurius iodatus ruber homeo,,,"6704",b
mercurius solubilis ho,,,"4475",c
mercurius solubilis homeo,,,"6035",b
mesalazina,,,"12944",b
mesterolona,"1424006","05706","15426",b
metabissulfito 10% em glic,,,"3214",a
metabissulfito de sodio,"7681574","05711","5511",c
metabissulfito sodio puro,"7681574","05711","54800",a
metabody,,,"15119",b
metabolaid,,,"13708",b
metabolaid,,,"9907",c
metabolize,,,"43121",a
metabolize 4,,,"6598",c
metabolize 4,,,"4642",b
metallum metallicum homeo,,,"9912",b
metanol absoluto pa,,,"4867",a
metenolona,"434059","05771","13175",b
metformina (consultar antes),,,"53533",b
metformina cloridrato,,,"6569",c
metformina hcl sob enc,"1115704","05782","53533",a
methiosilane c $,,,"6857",c
methotrexate dil 1/10,,,"4047",b
methyosilane,,,"10406",b
methyosilane 17/07/21,"131216836",,"10406",a
meticorten p. ho,,,"7498",b
metil folato,"151533221","09937","61983",a
metil parabeno,,"05809","5677",c
metilbrom homatropina,,,"54823",b
metilcobalamina 1/10,,,"12111",b
metilcobalamina 1/100,,,"8979",b
metilcobalamina 1/1000,,,"13914",b
metilcobalamina 1:10,,,"8276",c
metilcobalamina 1:100,,,"9580",a
metilcobalamina p/suspensao,,,"11856",b
metilcobalamina pura,"13422554","05546","4181",c
metilcobalamina pura,"13422554","05546","61940",a
metilcobalamina pura,,,"8962",b
metildopa sesquiidrat acabou,"555306","05799","5606",a
metilfenidato homeo,,,"13361",b
metilfolato,"151533221",,"6565",c
metilfolato 1/10,,,"8993",b
metilfolato dil 1/100,,,"14014",b
metilprednisolona,"83432","05812","72412",a
metilprednisolona  base,,,"6689",c
metilprednisolona dil 1/10,,,"9457",b
metiltestosterona,"58184","05832","6808",c
metiltestosterona,"58184","05832","56959",a
metiltestosterona,"58184","05832","1961",b
metimazol,,,"61591",b
metimazol sob enc,"60560","08504","61591",a
metionina,,,"60604",b
metionina dl,"59518","09429","60604",a
metionina dl,"63683",,"4961",c
metionina l acabou,"63683","05839","1390",a
metoclopramida,,,"54744",b
"metoclopramida citrat feq 1,18","54143576",,"6639",c
metoclopramida hcl,"7232215","05862","54744",a
metoprolol,,,"61323",b
metoprolol diluido 1/10,,,"13261",b
metoprolol tartarato,,"5877","6929",c
metoprolol tartarato,"56392177","05877","61323",a
"metotrexato sodico feq 1,1",,"05884","6607",c
metoxsalem,,,"74998",b
metronidazol base,"443481","05902","54835",a
metronidazol base,"443481","05902","6860",c
metronidazol base,"443481","05902","54835",b
metta biotic,,,"13921",b
meyanol,,,"9812",c
meyanol,"84603587",,"11298",a
mezereum officinarum homeo,,,"6829",b
mica dourada,,,"1244",b
mica dourada,,,"9529",c
